stage,model_path,file_size_bytes,file_size_mb,parameter_count,accuracy,precision,recall,f1_score,precision_normal,recall_normal,avg_latency_ms,min_latency_ms,max_latency_ms,samples_per_second,compression_ratio
Original,models/tflite/saved_model_original.tflite,821632,0.7835693359375,205777,0.40654248318221703,0.20531871262978393,0.8161832847091127,0.3281005846742899,0.889107455300293,0.31812086503626547,1.9431591033935547,1.8837451934814453,2.0568370819091797,51462.58987509509,1.0
QAT+Prune only,models/tflite/saved_model_qat_pruned_float32.tflite,248228,0.23672866821289062,61969,0.8421565759968802,0.5337984852922717,0.8757336536811395,0.6632914354048328,0.9688730505356191,0.8349089104069582,0.76446533203125,0.7214546203613281,0.9377002716064453,130810.37924151696,3.3099892034742253
Compressed (PTQ),models/tflite/saved_model_pruned_quantized.tflite,70920,0.06763458251953125,61969,0.8415655162328166,0.5326805564245344,0.8766603741204737,0.6626926469825126,0.9690650207036664,0.833990235373434,0.5268573760986328,0.4687309265136719,0.6525516510009766,189804.68820707756,11.585335589396504
QAT+PTQ,models/tflite/saved_model_qat_ptq.tflite,70904,0.06761932373046875,61969,0.8415655162328166,0.5326805564245344,0.8766603741204737,0.6626926469825126,0.9690650207036664,0.833990235373434,0.4864692687988281,0.4661083221435547,0.6000995635986328,205562.83081748677,11.587949904095678
noQAT+PTQ,models/tflite/saved_model_no_qat_ptq.tflite,70920,0.06763458251953125,61969,0.8224688017938968,0.0,0.0,0.0,0.8224688017938968,1.0,0.4945993423461914,0.46515464782714844,0.6463527679443359,202183.85153048928,11.585335589396504
